Customer_Id,Max of transaction_date,Count of transaction_date,Sum of profit,R,F,M,rfm_group,rfm_score,value
1461,43081,7,"$5,806 ",8,7,10,"8,7,10",4.2,High
1554,43079,7,"$5,636 ",8,7,10,"8,7,10",4.2,High
1578,43083,7,"$6,165 ",8,7,10,"8,7,10",4.2,High
2469,43079,7,"$5,796 ",8,7,10,"8,7,10",4.2,High
2791,43085,7,"$6,578 ",8,7,10,"8,7,10",4.2,High
2841,43083,7,"$6,522 ",8,7,10,"8,7,10",4.2,High
3201,43078,7,"$5,656 ",8,7,10,"8,7,10",4.2,High
419,43085,7,"$5,027 ",8,7,9,"8,7,9",4.0,High
682,43079,7,"$5,429 ",8,7,9,"8,7,9",4.0,High
1133,43082,7,"$5,295 ",8,7,9,"8,7,9",4.0,High
1291,43083,7,"$5,147 ",8,7,9,"8,7,9",4.0,High
1694,43080,7,"$4,611 ",8,7,9,"8,7,9",4.0,High
1845,43078,7,"$4,573 ",8,7,9,"8,7,9",4.0,High
2374,43085,7,"$5,300 ",8,7,9,"8,7,9",4.0,High
2603,43085,7,"$4,658 ",8,7,9,"8,7,9",4.0,High
345,43080,7,"$3,971 ",8,7,8,"8,7,8",3.8,High
636,43080,7,"$4,419 ",8,7,8,"8,7,8",3.8,High
2102,43082,7,"$3,935 ",8,7,8,"8,7,8",3.8,High
2310,43084,7,"$4,022 ",8,7,8,"8,7,8",3.8,High
2884,43085,7,"$3,913 ",8,7,8,"8,7,8",3.8,High
3120,43079,7,"$4,179 ",8,7,8,"8,7,8",3.8,High
3300,43084,7,"$3,936 ",8,7,8,"8,7,8",3.8,High
945,43085,7,"$3,812 ",8,7,7,"8,7,7",3.7,High
1007,43079,7,"$3,602 ",8,7,7,"8,7,7",3.7,High
2071,43079,7,"$3,588 ",8,7,7,"8,7,7",3.7,High
2318,43083,7,"$3,627 ",8,7,7,"8,7,7",3.7,High
2331,43080,7,"$3,707 ",8,7,7,"8,7,7",3.7,High
2481,43079,7,"$3,836 ",8,7,7,"8,7,7",3.7,High
2540,43079,7,"$3,511 ",8,7,7,"8,7,7",3.7,High
2622,43083,7,"$3,800 ",8,7,7,"8,7,7",3.7,High
2647,43082,7,"$3,791 ",8,7,7,"8,7,7",3.7,High
2703,43080,7,"$3,680 ",8,7,7,"8,7,7",3.7,High
3077,43083,7,"$3,672 ",8,7,7,"8,7,7",3.7,High
187,43085,7,"$3,015 ",8,7,6,"8,7,6",3.5,Middle
730,43085,7,"$3,183 ",8,7,6,"8,7,6",3.5,Middle
2027,43085,7,"$3,237 ",8,7,6,"8,7,6",3.5,Middle
2687,43082,7,"$3,107 ",8,7,6,"8,7,6",3.5,Middle
110,43085,7,"$2,622 ",8,7,5,"8,7,5",3.3,Middle
1111,43079,7,"$2,561 ",8,7,5,"8,7,5",3.3,Middle
2990,43085,7,"$2,585 ",8,7,5,"8,7,5",3.3,Middle
3252,43081,7,"$2,575 ",8,7,5,"8,7,5",3.3,Middle
429,43081,7,"$2,357 ",8,7,4,"8,7,4",3.2,Middle
1702,43085,7,"$2,185 ",8,7,4,"8,7,4",3.2,Middle
2251,43084,7,"$2,338 ",8,7,4,"8,7,4",3.2,Middle
3154,43085,7,"$2,243 ",8,7,4,"8,7,4",3.2,Middle
696,43078,7,"$1,879 ",8,7,3,"8,7,3",3.0,Middle
2501,43081,7,"$1,814 ",8,7,3,"8,7,3",3.0,Middle
3185,43081,7,"$1,940 ",8,7,3,"8,7,3",3.0,Middle
2608,43082,7,"$1,553 ",8,7,2,"8,7,2",2.8,Middle
363,43085,6,"$9,458 ",8,5,10,"8,5,10",3.8,High
1300,43079,6,"$6,149 ",8,5,10,"8,5,10",3.8,High
1440,43080,6,"$6,362 ",8,5,10,"8,5,10",3.8,High
3379,43079,6,"$5,599 ",8,5,10,"8,5,10",3.8,High
40,43085,6,"$4,552 ",8,5,9,"8,5,9",3.7,High
69,43079,6,"$5,295 ",8,5,9,"8,5,9",3.7,High
1110,43082,6,"$4,574 ",8,5,9,"8,5,9",3.7,High
1351,43082,6,"$4,639 ",8,5,9,"8,5,9",3.7,High
1449,43085,6,"$4,565 ",8,5,9,"8,5,9",3.7,High
2057,43083,6,"$5,007 ",8,5,9,"8,5,9",3.7,High
2260,43082,6,"$5,379 ",8,5,9,"8,5,9",3.7,High
2683,43083,6,"$4,761 ",8,5,9,"8,5,9",3.7,High
2947,43085,6,"$4,595 ",8,5,9,"8,5,9",3.7,High
220,43084,6,"$4,304 ",8,5,8,"8,5,8",3.5,Middle
221,43081,6,"$3,866 ",8,5,8,"8,5,8",3.5,Middle
918,43083,6,"$4,066 ",8,5,8,"8,5,8",3.5,Middle
1586,43083,6,"$4,154 ",8,5,8,"8,5,8",3.5,Middle
2412,43082,6,"$3,904 ",8,5,8,"8,5,8",3.5,Middle
2712,43083,6,"$4,116 ",8,5,8,"8,5,8",3.5,Middle
2843,43079,6,"$4,117 ",8,5,8,"8,5,8",3.5,Middle
3445,43085,6,"$3,864 ",8,5,8,"8,5,8",3.5,Middle
405,43085,6,"$3,338 ",8,5,7,"8,5,7",3.3,Middle
1388,43080,6,"$3,792 ",8,5,7,"8,5,7",3.3,Middle
2919,43078,6,"$3,489 ",8,5,7,"8,5,7",3.3,Middle
3425,43081,6,"$3,350 ",8,5,7,"8,5,7",3.3,Middle
134,43085,6,"$2,946 ",8,5,6,"8,5,6",3.2,Middle
313,43082,6,"$3,187 ",8,5,6,"8,5,6",3.2,Middle
792,43082,6,"$3,296 ",8,5,6,"8,5,6",3.2,Middle
2114,43085,6,"$2,998 ",8,5,6,"8,5,6",3.2,Middle
2282,43085,6,"$3,132 ",8,5,6,"8,5,6",3.2,Middle
2535,43085,6,"$3,065 ",8,5,6,"8,5,6",3.2,Middle
3084,43084,6,"$3,083 ",8,5,6,"8,5,6",3.2,Middle
188,43084,6,"$2,659 ",8,5,5,"8,5,5",3.0,Middle
279,43085,6,"$2,456 ",8,5,5,"8,5,5",3.0,Middle
485,43085,6,"$2,715 ",8,5,5,"8,5,5",3.0,Middle
523,43081,6,"$2,796 ",8,5,5,"8,5,5",3.0,Middle
553,43080,6,"$2,566 ",8,5,5,"8,5,5",3.0,Middle
1073,43082,6,"$2,724 ",8,5,5,"8,5,5",3.0,Middle
1166,43085,6,"$2,540 ",8,5,5,"8,5,5",3.0,Middle
1759,43081,6,"$2,828 ",8,5,5,"8,5,5",3.0,Middle
1969,43082,6,"$2,624 ",8,5,5,"8,5,5",3.0,Middle
2439,43081,6,"$2,615 ",8,5,5,"8,5,5",3.0,Middle
2488,43081,6,"$2,774 ",8,5,5,"8,5,5",3.0,Middle
2833,43083,6,"$2,639 ",8,5,5,"8,5,5",3.0,Middle
2980,43084,6,"$2,573 ",8,5,5,"8,5,5",3.0,Middle
3158,43083,6,"$2,532 ",8,5,5,"8,5,5",3.0,Middle
5,43083,6,"$2,395 ",8,5,4,"8,5,4",2.8,Middle
233,43082,6,"$2,187 ",8,5,4,"8,5,4",2.8,Middle
625,43083,6,"$2,326 ",8,5,4,"8,5,4",2.8,Middle
766,43083,6,"$2,272 ",8,5,4,"8,5,4",2.8,Middle
859,43081,6,"$2,289 ",8,5,4,"8,5,4",2.8,Middle
1813,43081,6,"$2,137 ",8,5,4,"8,5,4",2.8,Middle
1902,43078,6,"$2,134 ",8,5,4,"8,5,4",2.8,Middle
2871,43079,6,"$2,346 ",8,5,4,"8,5,4",2.8,Middle
631,43083,6,"$1,767 ",8,5,3,"8,5,3",2.7,Middle
717,43085,6,"$1,857 ",8,5,3,"8,5,3",2.7,Middle
1196,43081,6,"$1,455 ",8,5,2,"8,5,2",2.5,Low
1684,43083,6,"$1,507 ",8,5,2,"8,5,2",2.5,Low
3163,43085,6,"$1,497 ",8,5,2,"8,5,2",2.5,Low
1078,43081,6,$900 ,8,5,1,"8,5,1",2.3,Low
1308,43084,5,"$4,758 ",8,4,9,"8,4,9",3.5,Middle
513,43085,5,"$4,222 ",8,4,8,"8,4,8",3.3,Middle
1505,43081,5,"$4,263 ",8,4,8,"8,4,8",3.3,Middle
2213,43084,5,"$4,212 ",8,4,8,"8,4,8",3.3,Middle
2831,43085,5,"$3,975 ",8,4,8,"8,4,8",3.3,Middle
3186,43080,5,"$4,279 ",8,4,8,"8,4,8",3.3,Middle
3307,43083,5,"$4,312 ",8,4,8,"8,4,8",3.3,Middle
3390,43081,5,"$3,953 ",8,4,8,"8,4,8",3.3,Middle
3394,43080,5,"$4,073 ",8,4,8,"8,4,8",3.3,Middle
3462,43078,5,"$4,417 ",8,4,8,"8,4,8",3.3,Middle
327,43083,5,"$3,499 ",8,4,7,"8,4,7",3.2,Middle
505,43085,5,"$3,369 ",8,4,7,"8,4,7",3.2,Middle
588,43080,5,"$3,604 ",8,4,7,"8,4,7",3.2,Middle
667,43080,5,"$3,803 ",8,4,7,"8,4,7",3.2,Middle
1195,43080,5,"$3,464 ",8,4,7,"8,4,7",3.2,Middle
2092,43083,5,"$3,651 ",8,4,7,"8,4,7",3.2,Middle
2426,43083,5,"$3,722 ",8,4,7,"8,4,7",3.2,Middle
3129,43083,5,"$3,590 ",8,4,7,"8,4,7",3.2,Middle
156,43083,5,"$3,095 ",8,4,6,"8,4,6",3.0,Middle
408,43082,5,"$3,082 ",8,4,6,"8,4,6",3.0,Middle
1681,43081,5,"$2,931 ",8,4,6,"8,4,6",3.0,Middle
1723,43082,5,"$2,965 ",8,4,6,"8,4,6",3.0,Middle
1761,43081,5,"$3,259 ",8,4,6,"8,4,6",3.0,Middle
2987,43082,5,"$2,847 ",8,4,6,"8,4,6",3.0,Middle
795,43081,5,"$2,786 ",8,4,5,"8,4,5",2.8,Middle
937,43084,5,"$2,680 ",8,4,5,"8,4,5",2.8,Middle
969,43082,5,"$2,793 ",8,4,5,"8,4,5",2.8,Middle
1153,43082,5,"$2,502 ",8,4,5,"8,4,5",2.8,Middle
2366,43080,5,"$2,554 ",8,4,5,"8,4,5",2.8,Middle
3302,43079,5,"$2,658 ",8,4,5,"8,4,5",2.8,Middle
3303,43079,5,"$2,547 ",8,4,5,"8,4,5",2.8,Middle
149,43081,5,"$2,129 ",8,4,4,"8,4,4",2.7,Middle
216,43083,5,"$2,152 ",8,4,4,"8,4,4",2.7,Middle
817,43083,5,"$2,329 ",8,4,4,"8,4,4",2.7,Middle
1310,43079,5,"$2,289 ",8,4,4,"8,4,4",2.7,Middle
1719,43080,5,"$2,228 ",8,4,4,"8,4,4",2.7,Middle
1930,43078,5,"$2,429 ",8,4,4,"8,4,4",2.7,Middle
2100,43081,5,"$2,400 ",8,4,4,"8,4,4",2.7,Middle
2445,43082,5,"$2,206 ",8,4,4,"8,4,4",2.7,Middle
3285,43080,5,"$2,355 ",8,4,4,"8,4,4",2.7,Middle
3391,43080,5,"$2,202 ",8,4,4,"8,4,4",2.7,Middle
258,43081,5,"$1,643 ",8,4,3,"8,4,3",2.5,Low
324,43078,5,"$1,780 ",8,4,3,"8,4,3",2.5,Low
1244,43080,5,"$1,969 ",8,4,3,"8,4,3",2.5,Low
1479,43084,5,"$1,696 ",8,4,3,"8,4,3",2.5,Low
1738,43078,5,"$1,841 ",8,4,3,"8,4,3",2.5,Low
2159,43081,5,"$1,798 ",8,4,3,"8,4,3",2.5,Low
2467,43078,5,"$1,962 ",8,4,3,"8,4,3",2.5,Low
2502,43085,5,"$2,015 ",8,4,3,"8,4,3",2.5,Low
2862,43085,5,"$1,870 ",8,4,3,"8,4,3",2.5,Low
3018,43080,5,"$1,798 ",8,4,3,"8,4,3",2.5,Low
3082,43083,5,"$1,742 ",8,4,3,"8,4,3",2.5,Low
218,43085,5,"$1,476 ",8,4,2,"8,4,2",2.3,Low
550,43085,5,"$1,438 ",8,4,2,"8,4,2",2.3,Low
683,43084,5,"$1,479 ",8,4,2,"8,4,2",2.3,Low
1319,43083,5,"$1,580 ",8,4,2,"8,4,2",2.3,Low
1484,43085,5,"$1,455 ",8,4,2,"8,4,2",2.3,Low
2466,43080,5,"$1,577 ",8,4,2,"8,4,2",2.3,Low
520,43083,5,$819 ,8,4,1,"8,4,1",2.2,Low
785,43081,5,$508 ,8,4,1,"8,4,1",2.2,Low
1095,43085,4,"$4,498 ",8,2,8,"8,2,8",3.0,Middle
1903,43083,4,"$4,099 ",8,2,8,"8,2,8",3.0,Middle
3100,43079,4,"$3,920 ",8,2,8,"8,2,8",3.0,Middle
1507,43083,4,"$3,468 ",8,2,7,"8,2,7",2.8,Middle
2295,43082,4,"$3,690 ",8,2,7,"8,2,7",2.8,Middle
680,43085,4,"$3,291 ",8,2,6,"8,2,6",2.7,Middle
1923,43084,4,"$3,079 ",8,2,6,"8,2,6",2.7,Middle
2614,43079,4,"$3,003 ",8,2,6,"8,2,6",2.7,Middle
2864,43082,4,"$3,023 ",8,2,6,"8,2,6",2.7,Middle
199,43084,4,"$2,651 ",8,2,5,"8,2,5",2.5,Low
1008,43082,4,"$2,524 ",8,2,5,"8,2,5",2.5,Low
2300,43082,4,"$2,812 ",8,2,5,"8,2,5",2.5,Low
3282,43083,4,"$2,504 ",8,2,5,"8,2,5",2.5,Low
617,43079,4,"$2,313 ",8,2,4,"8,2,4",2.3,Low
797,43078,4,"$2,278 ",8,2,4,"8,2,4",2.3,Low
1041,43079,4,"$2,293 ",8,2,4,"8,2,4",2.3,Low
1079,43082,4,"$2,307 ",8,2,4,"8,2,4",2.3,Low
1126,43080,4,"$2,135 ",8,2,4,"8,2,4",2.3,Low
1399,43083,4,"$2,235 ",8,2,4,"8,2,4",2.3,Low
1601,43080,4,"$2,317 ",8,2,4,"8,2,4",2.3,Low
1705,43084,4,"$2,110 ",8,2,4,"8,2,4",2.3,Low
2229,43078,4,"$2,114 ",8,2,4,"8,2,4",2.3,Low
3329,43081,4,"$2,083 ",8,2,4,"8,2,4",2.3,Low
277,43078,4,"$1,967 ",8,2,3,"8,2,3",2.2,Low
460,43082,4,"$2,018 ",8,2,3,"8,2,3",2.2,Low
484,43080,4,"$1,601 ",8,2,3,"8,2,3",2.2,Low
985,43085,4,"$1,691 ",8,2,3,"8,2,3",2.2,Low
2031,43080,4,"$1,998 ",8,2,3,"8,2,3",2.2,Low
2436,43083,4,"$1,700 ",8,2,3,"8,2,3",2.2,Low
2573,43085,4,"$2,008 ",8,2,3,"8,2,3",2.2,Low
3480,43083,4,"$1,770 ",8,2,3,"8,2,3",2.2,Low
253,43082,4,"$1,116 ",8,2,2,"8,2,2",2.0,Low
1343,43079,4,"$1,317 ",8,2,2,"8,2,2",2.0,Low
2137,43079,4,"$1,434 ",8,2,2,"8,2,2",2.0,Low
2241,43082,4,"$1,454 ",8,2,2,"8,2,2",2.0,Low
2846,43084,4,$987 ,8,2,2,"8,2,2",2.0,Low
3056,43080,4,"$1,247 ",8,2,2,"8,2,2",2.0,Low
3244,43078,4,"$1,007 ",8,2,2,"8,2,2",2.0,Low
834,43081,4,$722 ,8,2,1,"8,2,1",1.8,Low
1431,43080,4,$955 ,8,2,1,"8,2,1",1.8,Low
2546,43080,4,$975 ,8,2,1,"8,2,1",1.8,Low
2758,43084,4,$670 ,8,2,1,"8,2,1",1.8,Low
2840,43083,4,$812 ,8,2,1,"8,2,1",1.8,Low
3226,43079,4,$366 ,8,2,1,"8,2,1",1.8,Low
651,43081,3,"$3,473 ",8,1,7,"8,1,7",2.7,Middle
1105,43083,2,"$2,713 ",8,1,5,"8,1,5",2.3,Low
1633,43082,3,"$2,549 ",8,1,5,"8,1,5",2.3,Low
2218,43078,3,"$2,744 ",8,1,5,"8,1,5",2.3,Low
3096,43084,3,"$2,717 ",8,1,5,"8,1,5",2.3,Low
1188,43081,2,"$2,300 ",8,1,4,"8,1,4",2.2,Low
481,43085,2,"$1,617 ",8,1,3,"8,1,3",2.0,Low
798,43078,3,"$1,692 ",8,1,3,"8,1,3",2.0,Low
2370,43079,3,"$1,903 ",8,1,3,"8,1,3",2.0,Low
2451,43082,3,"$1,603 ",8,1,3,"8,1,3",2.0,Low
2533,43081,3,"$1,711 ",8,1,3,"8,1,3",2.0,Low
2541,43079,2,"$1,919 ",8,1,3,"8,1,3",2.0,Low
2642,43079,2,"$1,916 ",8,1,3,"8,1,3",2.0,Low
2817,43084,3,"$1,617 ",8,1,3,"8,1,3",2.0,Low
2996,43078,3,"$1,752 ",8,1,3,"8,1,3",2.0,Low
3316,43079,2,"$1,924 ",8,1,3,"8,1,3",2.0,Low
202,43081,3,"$1,296 ",8,1,2,"8,1,2",1.8,Low
222,43079,2,"$1,428 ",8,1,2,"8,1,2",1.8,Low
876,43083,3,"$1,171 ",8,1,2,"8,1,2",1.8,Low
1087,43085,3,"$1,522 ",8,1,2,"8,1,2",1.8,Low
1242,43082,3,"$1,101 ",8,1,2,"8,1,2",1.8,Low
1655,43083,3,"$1,338 ",8,1,2,"8,1,2",1.8,Low
2586,43080,3,"$1,145 ",8,1,2,"8,1,2",1.8,Low
2741,43080,2,"$1,247 ",8,1,2,"8,1,2",1.8,Low
2838,43084,3,"$1,554 ",8,1,2,"8,1,2",1.8,Low
3110,43082,3,"$1,430 ",8,1,2,"8,1,2",1.8,Low
480,43082,2,$644 ,8,1,1,"8,1,1",1.7,Low
1344,43078,3,$629 ,8,1,1,"8,1,1",1.7,Low
1414,43081,2,$630 ,8,1,1,"8,1,1",1.7,Low
1487,43082,2,$400 ,8,1,1,"8,1,1",1.7,Low
1730,43079,3,$418 ,8,1,1,"8,1,1",1.7,Low
1910,43082,3,$907 ,8,1,1,"8,1,1",1.7,Low
2215,43080,2,$327 ,8,1,1,"8,1,1",1.7,Low
2556,43085,2,$420 ,8,1,1,"8,1,1",1.7,Low
2994,43084,3,$180 ,8,1,1,"8,1,1",1.7,Low
3222,43084,2,$809 ,8,1,1,"8,1,1",1.7,Low
3464,43082,2,$299 ,8,1,1,"8,1,1",1.7,Low
3488,43082,2,$816 ,8,1,1,"8,1,1",1.7,Low
8,43077,10,"$7,067 ",7,10,10,"7,10,10",4.5,High
80,43071,10,"$5,989 ",7,10,10,"7,10,10",4.5,High
213,43071,11,"$8,545 ",7,10,10,"7,10,10",4.5,High
273,43071,10,"$6,519 ",7,10,10,"7,10,10",4.5,High
353,43076,11,"$6,793 ",7,10,10,"7,10,10",4.5,High
445,43075,11,"$8,082 ",7,10,10,"7,10,10",4.5,High
1129,43073,13,"$6,791 ",7,10,10,"7,10,10",4.5,High
1237,43076,11,"$6,962 ",7,10,10,"7,10,10",4.5,High
1517,43071,11,"$5,878 ",7,10,10,"7,10,10",4.5,High
1591,43070,12,"$5,969 ",7,10,10,"7,10,10",4.5,High
1597,43074,12,"$9,739 ",7,10,10,"7,10,10",4.5,High
1821,43075,12,"$7,336 ",7,10,10,"7,10,10",4.5,High
2036,43074,12,"$6,770 ",7,10,10,"7,10,10",4.5,High
2240,43068,12,"$6,128 ",7,10,10,"7,10,10",4.5,High
2454,43070,11,"$6,272 ",7,10,10,"7,10,10",4.5,High
2537,43077,11,"$6,157 ",7,10,10,"7,10,10",4.5,High
2574,43072,11,"$6,276 ",7,10,10,"7,10,10",4.5,High
2686,43075,11,"$6,120 ",7,10,10,"7,10,10",4.5,High
2733,43071,10,"$7,827 ",7,10,10,"7,10,10",4.5,High
2755,43071,13,"$6,607 ",7,10,10,"7,10,10",4.5,High
3060,43070,11,"$5,685 ",7,10,10,"7,10,10",4.5,High
3326,43070,13,"$10,422 ",7,10,10,"7,10,10",4.5,High
3431,43071,10,"$6,022 ",7,10,10,"7,10,10",4.5,High
765,43075,10,"$5,071 ",7,10,9,"7,10,9",4.3,High
1272,43075,10,"$5,029 ",7,10,9,"7,10,9",4.3,High
1302,43070,13,"$5,337 ",7,10,9,"7,10,9",4.3,High
2433,43073,10,"$5,109 ",7,10,9,"7,10,9",4.3,High
2726,43072,10,"$5,319 ",7,10,9,"7,10,9",4.3,High
127,43076,10,"$3,994 ",7,10,8,"7,10,8",4.2,High
1812,43077,10,"$4,084 ",7,10,8,"7,10,8",4.2,High
1817,43068,11,"$4,244 ",7,10,8,"7,10,8",4.2,High
2266,43070,10,"$4,170 ",7,10,8,"7,10,8",4.2,High
3421,43071,10,"$4,256 ",7,10,8,"7,10,8",4.2,High
2946,43068,10,"$3,823 ",7,10,7,"7,10,7",4.0,High
1864,43075,11,"$3,081 ",7,10,6,"7,10,6",3.8,High
2273,43073,10,"$2,795 ",7,10,5,"7,10,5",3.7,High
3020,43077,12,"$2,771 ",7,10,5,"7,10,5",3.7,High
29,43077,9,"$6,175 ",7,9,10,"7,9,10",4.3,High
728,43074,9,"$6,412 ",7,9,10,"7,9,10",4.3,High
1106,43075,9,"$5,692 ",7,9,10,"7,9,10",4.3,High
1113,43073,9,"$6,072 ",7,9,10,"7,9,10",4.3,High
1502,43073,9,"$6,210 ",7,9,10,"7,9,10",4.3,High
1547,43072,9,"$6,523 ",7,9,10,"7,9,10",4.3,High
1696,43071,9,"$6,525 ",7,9,10,"7,9,10",4.3,High
2565,43070,9,"$7,496 ",7,9,10,"7,9,10",4.3,High
2770,43069,9,"$10,029 ",7,9,10,"7,9,10",4.3,High
2887,43075,9,"$6,203 ",7,9,10,"7,9,10",4.3,High
3117,43074,9,"$8,531 ",7,9,10,"7,9,10",4.3,High
139,43073,9,"$5,161 ",7,9,9,"7,9,9",4.2,High
760,43073,9,"$4,847 ",7,9,9,"7,9,9",4.2,High
844,43068,9,"$4,730 ",7,9,9,"7,9,9",4.2,High
1537,43073,9,"$5,102 ",7,9,9,"7,9,9",4.2,High
1788,43070,9,"$4,979 ",7,9,9,"7,9,9",4.2,High
1853,43073,9,"$5,185 ",7,9,9,"7,9,9",4.2,High
2210,43072,9,"$4,889 ",7,9,9,"7,9,9",4.2,High
2815,43072,9,"$4,896 ",7,9,9,"7,9,9",4.2,High
2986,43071,9,"$5,018 ",7,9,9,"7,9,9",4.2,High
3264,43076,9,"$4,240 ",7,9,8,"7,9,8",4.0,High
197,43072,9,"$3,652 ",7,9,7,"7,9,7",3.8,High
2832,43076,9,"$3,532 ",7,9,7,"7,9,7",3.8,High
3330,43077,9,"$3,445 ",7,9,7,"7,9,7",3.8,High
246,43072,9,"$3,174 ",7,9,6,"7,9,6",3.7,High
759,43076,9,"$2,956 ",7,9,6,"7,9,6",3.7,High
3176,43075,9,"$2,701 ",7,9,5,"7,9,5",3.5,Middle
315,43072,9,"$2,200 ",7,9,4,"7,9,4",3.3,Middle
50,43073,8,"$5,784 ",7,8,10,"7,8,10",4.2,High
204,43072,8,"$6,287 ",7,8,10,"7,8,10",4.2,High
2138,43070,8,"$5,474 ",7,8,10,"7,8,10",4.2,High
2201,43069,8,"$6,292 ",7,8,10,"7,8,10",4.2,High
2799,43070,8,"$5,460 ",7,8,10,"7,8,10",4.2,High
3482,43072,8,"$5,550 ",7,8,10,"7,8,10",4.2,High
724,43076,8,"$5,073 ",7,8,9,"7,8,9",4.0,High
833,43074,8,"$4,776 ",7,8,9,"7,8,9",4.0,High
987,43077,8,"$5,180 ",7,8,9,"7,8,9",4.0,High
1021,43071,8,"$5,048 ",7,8,9,"7,8,9",4.0,High
1332,43068,8,"$5,076 ",7,8,9,"7,8,9",4.0,High
1627,43075,8,"$4,834 ",7,8,9,"7,8,9",4.0,High
2385,43068,8,"$4,797 ",7,8,9,"7,8,9",4.0,High
2474,43068,8,"$4,958 ",7,8,9,"7,8,9",4.0,High
2620,43069,8,"$4,920 ",7,8,9,"7,8,9",4.0,High
2740,43073,8,"$4,906 ",7,8,9,"7,8,9",4.0,High
41,43070,8,"$4,532 ",7,8,8,"7,8,8",3.8,High
500,43075,8,"$3,978 ",7,8,8,"7,8,8",3.8,High
1152,43075,8,"$4,516 ",7,8,8,"7,8,8",3.8,High
1194,43071,8,"$4,149 ",7,8,8,"7,8,8",3.8,High
1483,43070,8,"$4,274 ",7,8,8,"7,8,8",3.8,High
2217,43077,8,"$3,905 ",7,8,8,"7,8,8",3.8,High
237,43073,8,"$3,635 ",7,8,7,"7,8,7",3.7,High
2067,43069,8,"$3,744 ",7,8,7,"7,8,7",3.7,High
2509,43074,8,"$3,813 ",7,8,7,"7,8,7",3.7,High
3388,43074,8,"$3,517 ",7,8,7,"7,8,7",3.7,High
1032,43069,8,"$3,191 ",7,8,6,"7,8,6",3.5,Middle
2339,43074,8,"$3,078 ",7,8,6,"7,8,6",3.5,Middle
340,43069,8,"$2,781 ",7,8,5,"7,8,5",3.3,Middle
372,43068,8,"$2,598 ",7,8,5,"7,8,5",3.3,Middle
1340,43071,8,"$2,120 ",7,8,4,"7,8,4",3.2,Middle
2495,43068,8,"$2,233 ",7,8,4,"7,8,4",3.2,Middle
3219,43072,8,"$2,096 ",7,8,4,"7,8,4",3.2,Middle
425,43074,7,"$7,389 ",7,7,10,"7,7,10",4.0,High
1616,43076,7,"$6,150 ",7,7,10,"7,7,10",4.0,High
3411,43069,7,"$5,773 ",7,7,10,"7,7,10",4.0,High
395,43069,7,"$4,598 ",7,7,9,"7,7,9",3.8,High
1451,43068,7,"$5,017 ",7,7,9,"7,7,9",3.8,High
1551,43077,7,"$5,172 ",7,7,9,"7,7,9",3.8,High
1644,43077,7,"$4,938 ",7,7,9,"7,7,9",3.8,High
1917,43071,7,"$5,107 ",7,7,9,"7,7,9",3.8,High
2247,43070,7,"$4,957 ",7,7,9,"7,7,9",3.8,High
2367,43074,7,"$4,637 ",7,7,9,"7,7,9",3.8,High
2528,43074,7,"$4,870 ",7,7,9,"7,7,9",3.8,High
3057,43071,7,"$5,049 ",7,7,9,"7,7,9",3.8,High
13,43072,7,"$4,337 ",7,7,8,"7,7,8",3.7,High
201,43071,7,"$4,159 ",7,7,8,"7,7,8",3.7,High
250,43068,7,"$4,019 ",7,7,8,"7,7,8",3.7,High
794,43077,7,"$4,249 ",7,7,8,"7,7,8",3.7,High
1056,43075,7,"$3,954 ",7,7,8,"7,7,8",3.7,High
1567,43075,7,"$4,072 ",7,7,8,"7,7,8",3.7,High
1646,43073,7,"$4,488 ",7,7,8,"7,7,8",3.7,High
1818,43075,7,"$4,517 ",7,7,8,"7,7,8",3.7,High
2283,43069,7,"$4,475 ",7,7,8,"7,7,8",3.7,High
2361,43077,7,"$4,178 ",7,7,8,"7,7,8",3.7,High
401,43070,7,"$3,643 ",7,7,7,"7,7,7",3.5,Middle
1468,43075,7,"$3,565 ",7,7,7,"7,7,7",3.5,Middle
1884,43075,7,"$3,350 ",7,7,7,"7,7,7",3.5,Middle
1949,43070,7,"$3,587 ",7,7,7,"7,7,7",3.5,Middle
2338,43076,7,"$3,574 ",7,7,7,"7,7,7",3.5,Middle
2844,43076,7,"$3,710 ",7,7,7,"7,7,7",3.5,Middle
90,43069,7,"$2,991 ",7,7,6,"7,7,6",3.3,Middle
145,43071,7,"$3,140 ",7,7,6,"7,7,6",3.3,Middle
333,43077,7,"$3,320 ",7,7,6,"7,7,6",3.3,Middle
475,43075,7,"$2,907 ",7,7,6,"7,7,6",3.3,Middle
981,43074,7,"$2,867 ",7,7,6,"7,7,6",3.3,Middle
1752,43071,7,"$3,240 ",7,7,6,"7,7,6",3.3,Middle
2438,43072,7,"$3,059 ",7,7,6,"7,7,6",3.3,Middle
2522,43075,7,"$3,061 ",7,7,6,"7,7,6",3.3,Middle
2872,43075,7,"$3,110 ",7,7,6,"7,7,6",3.3,Middle
2904,43076,7,"$3,163 ",7,7,6,"7,7,6",3.3,Middle
3324,43068,7,"$2,987 ",7,7,6,"7,7,6",3.3,Middle
3436,43077,7,"$3,303 ",7,7,6,"7,7,6",3.3,Middle
642,43075,7,"$2,724 ",7,7,5,"7,7,5",3.2,Middle
1361,43071,7,"$2,732 ",7,7,5,"7,7,5",3.2,Middle
1363,43075,7,"$2,744 ",7,7,5,"7,7,5",3.2,Middle
